"NOME_PROFISSIONAL";"OCUPACAO";"ESTABELECIMENTO_CNPJ"
"GABRIEL TREML MURARA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"GILBERTO ANTONIO VALERIO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"GILSON SOARES DE FARIA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"HEBE GARGIULLI BAHI";"MEDICO PEDIATRA";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"HENRIQUE YUKIO MIYAWAKI";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"HOMERO LUIS DE AQUINO PALMA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"HOMERO LUIS DE AQUINO PALMA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"ISABELLE DALLARMI CUNNINGHAM";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"JEFERSON ROBERTO SESCA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"JEFFERSON HUYER KLIPPEL";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"JOANA IAROCRINSKI BOEZE";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"JONATHAN GERONASSO SIMOES";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"JOSE ANTONIO MANSO CEJAS";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"JOSUE DE OLIVEIRA KERSTEN";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"JULIANO DUQUE SCHEFFER";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"KARINA KREMER";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"KEITY DANIELA OLIVEIRA ARIAS";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"LAILA DJENSA SOUZA DOS SANTOS";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"LAIS FERNANDA BOZZA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"LEONARDO ALBANI LUCINDO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"LEONARDO SANTINON LAGO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"LETICIA DE MELO BACHIM";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"LIVIA SISSI GONCALVES SOUZA PIECHNIK";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"LUCAS LEONARDO MALINOSKI SIMAS";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"LUCIO FLAVIO BENINI LAGE";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"LUIZ CARLOS DE FREITAS DORNELES";"MEDICO PEDIATRA";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"LUIZ FREDERICO DE MELLO FILHO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"LUIZ HENRIQUE RIBEIRO MARTINS MADALOSSO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"LUIZ STRIESKI JUNIOR";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"MARCELA MENDES DIAS";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"MARCELA ROBL";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"MARCELO TORTORELLI SPIGOLON";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"MARCUS VINICIUS POLONIO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"MARIA CECILIA DA CRUZ CONSALTER ORSI";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"MARIO BONGIOLO JUNIOR";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"MARLENE ATSUKO ISHIDA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"MAYARA SCHULZE COSECHEN";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"MICHELE CRISTINA BIGOLIN";"MEDICO PEDIATRA";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"MIRELLA PESSINE";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"MURIEL GIL GODINHO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"MURILO MARACCINI HOFFMANN";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"NADIR FERNANDA ALVES DE FARIA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"PAULO MARCELO KAUFMANN";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"PEDRO HENRIQUE DE ALMEIDA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"PEDRO HERRERIAS NETO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"PEDRO ROGERIO DE SA NEVES";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"PETERSON ANDERSON DE SOUZA";"MEDICO PEDIATRA";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"RAFAEL VIEIRA DE CASTRO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"RAPHAEL RODRIGUES DE LIMA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"RAQUEL CRISTINA PELISSARI";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"RAQUEL REGO PEREIRA";"MEDICO PEDIATRA";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"REGINA HESSE";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"RENATA ROBL";"MEDICO PEDIATRA";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"RENE SCALET DOS SANTOS NETO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"RICARDO PAROLIN SCHNEKENBERG";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"ROBSON JOSE NESPOLO DE OLIVEIRA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"RODOLFO HESSE";"MEDICO PEDIATRA";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"RODRIGO SCHEFFER SZELIGA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"RONEI SACHS";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"SABRINA LETICIA ZEGLIN NICOLAU";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"SANDRA MARA NETO VIANNA RAMOS";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"SERGIO PAULO AGUILERA MACHADO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"SHEILA LIEBL";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"SHIGUERU HYRAYAMA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"SILVANA ANIELLA MURARO DA SILVA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"SIVONEI JOSE DE OLIVEIRA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"SUELLEN VOLSKI";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"TALITA SANA VALERIO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"TANA MARA CASEMIRO BELINATI LOUREIRO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"TATIANA TERESINHA HAMPEL";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"THALES ALESSANDRO COLLA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"THIERI DRAGE COSTA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"VALERIA APARECIDA SANTOS";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"VANESSA CINI";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"VICTOR HUGO VENTURA TORREZ";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"VIVIANE DE SA PEREIRA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"WIL DE CERQUEIRA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"ALCIONE JOSE FUSIGER";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"ALINE PAULA BIAZUS SOMACAL";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"ANDERSON GRIMMINGER RAMOS";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"ANDRE GUBERT WEISS";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"ANDRE LUIS PAOLUCCI DE CARVALHO";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"ANDRE LUIS PICCININI";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"BARBARA COELHO VEIGA";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"BRUNNO FERNANDO CORREIA MUNIZ DE RESENDE";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"BRUNO AUGUSTO COSTA KARNOS";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"CAMILA DE OLIVEIRA SANDRI";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"CANDICE MARIAH MAZZAROLLO MARQUES";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"CRISTIANE ENGEL DOS SANTOS";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"DAYANA DAMS";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"DENISE XAVIER DE FARIA VERDI";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"DEOCIMAR MARIOTO";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"EDUARDO COELHO VEIGA";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"ERUS PICHETH NETO";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"FABIANE BAGATTOLI ZUMACH";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"FABIOLA MARQUES MOROSINI";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"FREDDY LUIS VENTURA TORREZ";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"GISELI DE MATTOS DIOSTI STEIN";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"GUSTAVO BALESTERO SELA";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"JAQUELINE ANGELA SCHMIDT";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"JOANA IAROCRINSKI BOEZE";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"JOAO GUILHERME BERTOLI";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"JOAO VICTOR PRUNER VIEIRA";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"JULIANA ALCANTARA RIBEIRO";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"JULIANA GESKE LOPES";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"KARINA KREMER";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"KELLY CRISTINA REGIS";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"LARISSA STREISKY DORNELES";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"LUANA LONGEN PETERMANN";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"LUCIENE PAIVA FLORES";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"LUISA HELENA GALINA FRANCISCO";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"MARCELA GONCALVES VENDRAMEL";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"MARCELLO TORTELLI BAVARESCO";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"MARCELO HONDA YAMAMOTO";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"MARCELO PIOVEZAN";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"MARCO AURELIO SALDANHA BARAN";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"MARGARET FARIA SIMONI";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"MARIA FERNANDA SCHWAB";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"MARINA ABREU DE OLIVEIRA MARCONDES";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"MARINA CASSITAS MENDONCA";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"MAURICIO ZAMBALDI TUNES";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"NAIARA LOURENCO CARRIS";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"NAJLA FAYEZ OMAR";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"NATHALIA MAYUMI TSUKAMOTO";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"NELCI MARIA CRESTANI RUBEL";"MEDICO PEDIATRA";"UPA FAZENDINHA - CNPJ: 13792329000184"
"PRISCILA KOEHLER DALCOL";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"RAFAEL TAKERU MOTOYAMA";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"RAPHAEL LAHR VASCONCELLOS SAMPAIO";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"RAQUEL DANIELLE MACIEL BRANCO";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"RENATA MAINARDES SAWCZUK";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"RICARDO ATSUMORI MIYAZAKI";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"ROCHELLI DA COSTA SCALCO";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"RODRIGO PICCIONE COLATUSSO";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"RODRIGO TANOUE";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"ROSANE MARA MARCZUK";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"SERGIO NEGRAO SERRA JUNIOR";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"SHERON ZAMMAR";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"SILVIO TAKESHI HAYASHI";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"SIMONTON GONCALVES DOS ANJOS";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"SUELLEN VOLSKI";"MEDICO PEDIATRA";"UPA FAZENDINHA - CNPJ: 13792329000184"
"SURYA TOLEDO GUERIOS";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"TAISA FARIA JORGE";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"THAIS BETTEGA JOAQUIM";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"THAIS SANZOVO PIVATTO";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"THALITA JANIAL LUIZ";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"VANIR APARECIDA TROMBETTA";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"VICTOR HUGO VENTURA TORREZ";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"YUMI HOSHI";"MEDICO CLINICO";"UPA FAZENDINHA - CNPJ: 13792329000184"
"ANDERSON JOSE ARGEMIRO";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"APOENA ALVES LOBATO";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"CAMILA DAMO BENVEGNU PIRAGINE";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"CARINA BLUMER DE VASCONCELLOS GASPARINI";"MEDICO PEDIATRA";"UPA MATRIZ - CNPJ: 13792329000184"
"CARLOS ALBERTO DA SILVA";"MEDICO PEDIATRA";"UPA MATRIZ - CNPJ: 13792329000184"
"CARLOS EDUARDO CARNIEL BELTRAMI";"MEDICO RESIDENTE";"UPA MATRIZ - CNPJ: 13792329000184"
"CAROLINA GHISLANDI";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"CAROLINA MARTINS DE ALMEIDA PEIXOTO";"MEDICO PEDIATRA";"UPA MATRIZ - CNPJ: 13792329000184"
"CAROLINE MAGNABOSCO";"MEDICO PEDIATRA";"UPA MATRIZ - CNPJ: 13792329000184"
"CAROLINE POPIA FRANCA";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"DANIELLE PRISCILA MAURO";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"EDUARDO FERREIRA LOURENCO";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"EDUARDO KULAK NADOLNY";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"ELISA MAYUMI KUBO";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"ELISANDRE CAROLINE DOS SANTOS";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"ELIZANA STELLA LOPES RASERA";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"FRANCINE TEIXEIRA";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"FRANCISCO BERALDI DE MAGALHAES";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"GABRIEL REGO MONTANHA REBELLO";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"GABRIEL SALLES OTTOBONI";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"GABRIELA TRAIANO";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"GABRIELLA TANSINI";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"GIOVANA PIAZZETTA";"MEDICO RESIDENTE";"UPA MATRIZ - CNPJ: 13792329000184"
"GISELI TULCHOSKI MACEDO";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"GREYCE SAMULAK ALVES";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"HENRIQUE SOLHEID MEISTER";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"IGOR KAZUO ONAKA";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"JOAO LUIZ DA FONSECA MARTINS";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"JOCIEL ROMANO BORDIGNON";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"JULIANA GOMES LOYOLA NETTO";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"JULIO CEZAR GOMES KRISTOCHIK";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"KARINA ANDRESSA KHATER FONTES MARTINS";"MEDICO PEDIATRA";"UPA MATRIZ - CNPJ: 13792329000184"
"LARISSA DOZZO NARDELLI";"MEDICO PEDIATRA";"UPA MATRIZ - CNPJ: 13792329000184"
"LARISSA GUEDES PEREIRA RISPOLI";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"LETICIA MARIA SCHMITT MOREIRA";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"LUCIANA DA COSTA SANTOS PRADO";"MEDICO PEDIATRA";"UPA MATRIZ - CNPJ: 13792329000184"
"LUIZ FERNANDO NICOLODI";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"MARCELA MOREIRA";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"MARCELO EIJI KONAKA";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"MARCIA SALETE NEDOCHETKO";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"MARIA FERNANDA UADY ALVES DE CARVALHO";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"MARIA HELENA ALVES";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"MARIA ISABEL LAVORANTI";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"MARIANA DIGIOVANNI PECHEBEA";"MEDICO PEDIATRA";"UPA MATRIZ - CNPJ: 13792329000184"
"MAUREN LETICIA ZIAK";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"MAYANA MARIA DE ALMEIDA LEAL";"MEDICO PEDIATRA";"UPA MATRIZ - CNPJ: 13792329000184"
"MICHEL CADENAS PRADO";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"MICHELE THAIS SARTORI";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"NATACHA REGINA DE MORAES CERCHIARI";"MEDICO RADIOTERAPEUTA";"UPA MATRIZ - CNPJ: 13792329000184"
"NATALIA CRISTINA ROJAS GUERRERO";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"NATALIA MISAEL HERNANDES MARTINES";"MEDICO PEDIATRA";"UPA MATRIZ - CNPJ: 13792329000184"
"NATALIE APARECIDA GOMES GUARINON";"MEDICO PEDIATRA";"UPA MATRIZ - CNPJ: 13792329000184"
"NEILOR FANCKIN BUENO MENDES";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"PAOLA HESSE POLETTO";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"RAFAELA DE ARAUJO MOLTENI";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"RAFAELLA CLETO PENTEADO";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"RANIERI AMORIM MOREIRA";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"RAPHAEL HENRIQUE DEA CIRINO";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"RENATA ROBL";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"RICARDO PAROLIN SCHNEKENBERG";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"RODRIGO BENVENUTTI EING";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"ROSANA MARIA CARVALHO FERREIRA";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"SANDRA MARA NETO VIANNA RAMOS";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"SHERON ZAMMAR";"MEDICO PEDIATRA";"UPA MATRIZ - CNPJ: 13792329000184"
"SILVANA ANIELLA MURARO DA SILVA";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"SUELLEN VOLSKI";"MEDICO PEDIATRA";"UPA MATRIZ - CNPJ: 13792329000184"
"TALITA BEITHUM RIBEIRO";"MEDICO RESIDENTE";"UPA MATRIZ - CNPJ: 13792329000184"
"TATIANE CORREA DA SILVA";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"TATIANE CORREA DA SILVA";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"TONY TANNOUS TAHAN";"MEDICO PEDIATRA";"UPA MATRIZ - CNPJ: 13792329000184"
"VALERIA SLOWIK DA SILVEIRA";"MEDICO PEDIATRA";"UPA MATRIZ - CNPJ: 13792329000184"
"VANESSA CRISTINE RIBEIRO FREDRICH";"MEDICO RESIDENTE";"UPA MATRIZ - CNPJ: 13792329000184"
"VINICIUS BOCCHINO SELEME";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"VIVIAN BOTELHO COGINOTTI";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"VIVIANE ATET";"MEDICO CLINICO";"UPA MATRIZ - CNPJ: 13792329000184"
"WENDELL PAIVA VITA";"MEDICO PEDIATRA";"UPA MATRIZ - CNPJ: 13792329000184"
"ADEL AHMAD FARIS";"MEDICO CLINICO";"UPA PINHEIRINHO - CNPJ: 13792329000184"
"ADRIEL CARLOS MARTINS";"MEDICO CLINICO";"UPA PINHEIRINHO - CNPJ: 13792329000184"
"ALANA FARIAS MIKSZA";"MEDICO CLINICO";"UPA PINHEIRINHO - CNPJ: 13792329000184"
"ALESSANDRA WLADYKA CHARNEY";"MEDICO CLINICO";"UPA PINHEIRINHO - CNPJ: 13792329000184"
"ALEXANDRE AUGUSTO MEKDEC DA SILVA";"MEDICO CLINICO";"UPA PINHEIRINHO - CNPJ: 13792329000184"
"ALEXANDRE JIMENEZ ORMIANIN";"MEDICO CLINICO";"UPA PINHEIRINHO - CNPJ: 13792329000184"
"ALEXANDRE SOBRAL LOUREIRO AMORIM";"MEDICO CLINICO";"UPA PINHEIRINHO - CNPJ: 13792329000184"
"ALEXANDRE TIEPPO ZARPELLON";"MEDICO CLINICO";"UPA PINHEIRINHO - CNPJ: 13792329000184"
